164 -> 360
-0.409956,-0.5
-0.363104,-0.5
-0.38653,-0.5
-0.38653,-0.645833
-0.327965,-0.541667
-0.327965,-0.552083
-0.327965,-0.572917
-0.327965,-0.645833
-0.286969,-0.5625
-0.286969,-0.645833
-0.2694,-0.5625
-0.2694,-0.645833
-0.257687,-0.5625
-0.25183,-0.572917
-0.25183,-0.572917
-0.25183,-0.645833
-0.286969,-0.5625
-0.257687,-0.5625
-0.222548,-0.5625
-0.199122,-0.5625
-0.199122,-0.5625
-0.193265,-0.572917
-0.222548,-0.5625
-0.228404,-0.572917
-0.228404,-0.572917
-0.228404,-0.635417
-0.228404,-0.635417
-0.222548,-0.645833
-0.222548,-0.645833
-0.193265,-0.645833
-0.193265,-0.572917
-0.193265,-0.604167
-0.228404,-0.604167
-0.193265,-0.604167
-0.152269,-0.510417
-0.152269,-0.520833
-0.152269,-0.625
-0.152269,-0.635417
-0.0585652,-0.5
-0.011713,-0.5
-0.011713,-0.5
-0.011713,-0.645833
-0.0585652,-0.5
-0.0585652,-0.645833
-0.0585652,-0.645833
-0.011713,-0.645833
0.0234261,-0.510417
0.0234261,-0.520833
0.0234261,-0.625
0.0234261,-0.635417
0.0585652,-0.5
0.105417,-0.5
0.105417,-0.5
0.105417,-0.645833
0.0585652,-0.5
0.0585652,-0.645833
0.0585652,-0.645833
0.105417,-0.645833
0.11713,-0.5
0.163982,-0.5
0.163982,-0.5
0.163982,-0.645833
0.11713,-0.5
0.11713,-0.645833
0.11713,-0.645833
0.163982,-0.645833
0.199122,-0.625
0.199122,-0.635417
0.234261,-0.5
0.234261,-0.645833
0.234261,-0.572917
0.281113,-0.572917
0.234261,-0.645833
0.281113,-0.645833
0.234261,-0.5
0.281113,-0.5
0.281113,-0.5
0.281113,-0.645833
0.292826,-0.5
0.339678,-0.5
0.292826,-0.645833
0.339678,-0.645833
0.292826,-0.5
0.292826,-0.572917
0.292826,-0.572917
0.339678,-0.572917
0.339678,-0.5
0.339678,-0.645833
0.351391,-0.5
0.398243,-0.5
0.351391,-0.645833
0.398243,-0.645833
0.351391,-0.5
0.351391,-0.572917
0.351391,-0.572917
0.398243,-0.572917
0.398243,-0.5
0.398243,-0.645833
